"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP",,,,,,,,,,,,,,
SUPERINTENDÊNCIA DE DEFESA DA CONCORRÊNCIA,,,,,,,,,,,,,,
SISTEMA DE LEVANTAMENTO DE PREÇOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
INTERVALO DE TEMPO: SEMANAL,,,,,,,,,,,,,,
PERÍODO: 11/05/2025 A 17/05/2025,,,,,,,,,,,,,,
COMBUSTÍVEL: TODOS,,,,,,,,,,,,,,
TIPO RELATÓRIO: MUNICÍPIO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE DE MEDIDA,PREÇO DE REVENDA,DATA DA COLETA
 03.581.079/0002-60,CAMPOS GAROUPA LTDA.,GAROUPA II,AVENIDA 15 DE NOVEMBRO,353,,CENTRO,28030-002,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,GNV,R$ / m³,5.39,5/15/2025
 03.433.342/0001-93,REDE ENERGIA LTDA,REDE ENERGIA,RUA ALBERTO LAMEGO,895/,905,CENTRO,28015-622,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,6.54,5/15/2025
 03.433.342/0001-93,REDE ENERGIA LTDA,REDE ENERGIA,RUA ALBERTO LAMEGO,895/,905,CENTRO,28015-622,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,GASOLINA ADITIVADA,R$ / litro,6.59,5/15/2025
 03.433.342/0001-93,REDE ENERGIA LTDA,REDE ENERGIA,RUA ALBERTO LAMEGO,895/,905,CENTRO,28015-622,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,DIESEL S500,R$ / litro,5.94,5/15/2025
 03.433.342/0001-93,REDE ENERGIA LTDA,REDE ENERGIA,RUA ALBERTO LAMEGO,895/,905,CENTRO,28015-622,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,5.99,5/15/2025
 03.433.342/0001-93,REDE ENERGIA LTDA,REDE ENERGIA,RUA ALBERTO LAMEGO,895/,905,CENTRO,28015-622,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.74,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,GNV,R$ / m³,6.49,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.49,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.65,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,DIESEL S500,R$ / litro,6.37,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,DIESEL S10,R$ / litro,6.49,5/15/2025
 32.179.707/0001-01,POSTO DE GASOLINA TIMBOZAO III LTDA,,RUA CORONEL JOSE BASTOS,207,,CASTELO BRANCO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,4.69,5/15/2025
 32.179.467/0001-37,POSTO DE GASOLINA ITAVANA LTDA,,RUA CORONEL JOSE BASTOS,894,,AEROPORTO,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,6.47,5/15/2025
 32.179.467/0001-37,POSTO DE GASOLINA ITAVANA LTDA,,RUA CORONEL JOSE BASTOS,894,,AEROPORTO,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,GASOLINA ADITIVADA,R$ / litro,6.47,5/15/2025
 32.179.467/0001-37,POSTO DE GASOLINA ITAVANA LTDA,,RUA CORONEL JOSE BASTOS,894,,AEROPORTO,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,DIESEL S500,R$ / litro,6.02,5/15/2025
 32.179.467/0001-37,POSTO DE GASOLINA ITAVANA LTDA,,RUA CORONEL JOSE BASTOS,894,,AEROPORTO,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,6.14,5/15/2025
 32.179.467/0001-37,POSTO DE GASOLINA ITAVANA LTDA,,RUA CORONEL JOSE BASTOS,894,,AEROPORTO,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.67,5/15/2025
 31.536.188/0001-10,POSTO NOVA ITAPERUNA LTDA,POSTO NOVA ITAPERUNA,AVENIDA PRESIDENTE DUTRA,758,770,PRES COSTA E SILVA,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,6.49,5/12/2025
 31.536.188/0001-10,POSTO NOVA ITAPERUNA LTDA,POSTO NOVA ITAPERUNA,AVENIDA PRESIDENTE DUTRA,758,770,PRES COSTA E SILVA,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,GASOLINA ADITIVADA,R$ / litro,6.59,5/12/2025
 31.536.188/0001-10,POSTO NOVA ITAPERUNA LTDA,POSTO NOVA ITAPERUNA,AVENIDA PRESIDENTE DUTRA,758,770,PRES COSTA E SILVA,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,DIESEL S500,R$ / litro,6.19,5/12/2025
 31.536.188/0001-10,POSTO NOVA ITAPERUNA LTDA,POSTO NOVA ITAPERUNA,AVENIDA PRESIDENTE DUTRA,758,770,PRES COSTA E SILVA,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,6.29,5/12/2025
 31.536.188/0001-10,POSTO NOVA ITAPERUNA LTDA,POSTO NOVA ITAPERUNA,AVENIDA PRESIDENTE DUTRA,758,770,PRES COSTA E SILVA,28300-000,ITAPERUNA,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.69,5/12/2025
 29.795.721/0001-17,ITA POSTO DE GASOLINA LTDA,ITA POSTO,AVENIDA ZULAMITH BITTENCOURT,400,,CIDADE NOVA,28300-000,ITAPERUNA,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,6.49,5/12/2025
 29.795.721/0001-17,ITA POSTO DE GASOLINA LTDA,ITA POSTO,AVENIDA ZULAMITH BITTENCOURT,400,,CIDADE NOVA,28300-000,ITAPERUNA,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.74,5/12/2025
 29.795.721/0001-17,ITA POSTO DE GASOLINA LTDA,ITA POSTO,AVENIDA ZULAMITH BITTENCOURT,400,,CIDADE NOVA,28300-000,ITAPERUNA,RIO DE JANEIRO,IPIRANGA,DIESEL S500,R$ / litro,6.29,5/12/2025
 04.642.284/0001-70,DISCO COMBUSTIVEIS ITAPERUNA LTDA,POSTO DISCO,RODOVIA BR 356,S/N,KM 01,PRIMEIRO DISTRITO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.59,5/12/2025
 04.642.284/0001-70,DISCO COMBUSTIVEIS ITAPERUNA LTDA,POSTO DISCO,RODOVIA BR 356,S/N,KM 01,PRIMEIRO DISTRITO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.69,5/12/2025
 04.642.284/0001-70,DISCO COMBUSTIVEIS ITAPERUNA LTDA,POSTO DISCO,RODOVIA BR 356,S/N,KM 01,PRIMEIRO DISTRITO,28300-000,ITAPERUNA,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,4.85,5/12/2025
 03.036.364/0001-10,AUTO POSTO TIMBOZAO 2000 LTDA,TIMBOZÃO X,AVENIDA PRESIDENTE DUTRA,1226,,CIDADE NOVA,28300-000,ITAPERUNA,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,6.49,5/12/2025
 03.036.364/0001-10,AUTO POSTO TIMBOZAO 2000 LTDA,TIMBOZÃO X,AVENIDA PRESIDENTE DUTRA,1226,,CIDADE NOVA,28300-000,ITAPERUNA,RIO DE JANEIRO,IPIRANGA,ETANOL,R$ / litro,4.69,5/12/2025
 28.284.941/0001-13,POSTO CANCELA SERVICOS E COMERCIO LTDA,POSTO CANCELA,ESTRADA DA CANCELA PRETA,60,,RIVIERA FLUMINENSE,27937-050,MACAE,RIO DE JANEIRO,RAIZEN,GNV,R$ / m³,5.39,5/14/2025
 28.284.941/0001-13,POSTO CANCELA SERVICOS E COMERCIO LTDA,POSTO CANCELA,ESTRADA DA CANCELA PRETA,60,,RIVIERA FLUMINENSE,27937-050,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA COMUM,R$ / litro,6.49,5/14/2025
 28.284.941/0001-13,POSTO CANCELA SERVICOS E COMERCIO LTDA,POSTO CANCELA,ESTRADA DA CANCELA PRETA,60,,RIVIERA FLUMINENSE,27937-050,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.79,5/14/2025
 28.284.941/0001-13,POSTO CANCELA SERVICOS E COMERCIO LTDA,POSTO CANCELA,ESTRADA DA CANCELA PRETA,60,,RIVIERA FLUMINENSE,27937-050,MACAE,RIO DE JANEIRO,RAIZEN,DIESEL S500,R$ / litro,6.89,5/14/2025
 28.284.941/0001-13,POSTO CANCELA SERVICOS E COMERCIO LTDA,POSTO CANCELA,ESTRADA DA CANCELA PRETA,60,,RIVIERA FLUMINENSE,27937-050,MACAE,RIO DE JANEIRO,RAIZEN,ETANOL,R$ / litro,4.99,5/14/2025
 05.578.837/0002-17,POSTO MOREIRA CABRAL LTDA,POSTO MOREIRA CABRAL,AVENIDA FABIO FRANCO,420,,VISCONDE DE ARAÚJO,27943-090,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.45,5/14/2025
 05.578.837/0002-17,POSTO MOREIRA CABRAL LTDA,POSTO MOREIRA CABRAL,AVENIDA FABIO FRANCO,420,,VISCONDE DE ARAÚJO,27943-090,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.57,5/14/2025
 05.578.837/0002-17,POSTO MOREIRA CABRAL LTDA,POSTO MOREIRA CABRAL,AVENIDA FABIO FRANCO,420,,VISCONDE DE ARAÚJO,27943-090,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S10,R$ / litro,6.99,5/14/2025
 05.578.837/0002-17,POSTO MOREIRA CABRAL LTDA,POSTO MOREIRA CABRAL,AVENIDA FABIO FRANCO,420,,VISCONDE DE ARAÚJO,27943-090,MACAE,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,4.99,5/14/2025
 05.374.546/0001-26,POSTO TITAN DE MACAE LTDA,POSTO TITAN,AVENIDA ALUIZIO DA SILVA GOMES,56,,GLORIA,27930-560,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.49,5/14/2025
 05.374.546/0001-26,POSTO TITAN DE MACAE LTDA,POSTO TITAN,AVENIDA ALUIZIO DA SILVA GOMES,56,,GLORIA,27930-560,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.69,5/14/2025
 05.374.546/0001-26,POSTO TITAN DE MACAE LTDA,POSTO TITAN,AVENIDA ALUIZIO DA SILVA GOMES,56,,GLORIA,27930-560,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S500,R$ / litro,6.89,5/14/2025
 05.374.546/0001-26,POSTO TITAN DE MACAE LTDA,POSTO TITAN,AVENIDA ALUIZIO DA SILVA GOMES,56,,GLORIA,27930-560,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S10,R$ / litro,6.99,5/14/2025
 05.374.546/0001-26,POSTO TITAN DE MACAE LTDA,POSTO TITAN,AVENIDA ALUIZIO DA SILVA GOMES,56,,GLORIA,27930-560,MACAE,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,5.09,5/14/2025
 31.507.809/0001-38,POSTO SAO JOAO DE MACAE LTDA,POSTO BAZU,RUA JOSE DE AGUIAR FRANCO,270,,COSTA DO SOL,27923-320,MACAE,RIO DE JANEIRO,IPIRANGA,GNV,R$ / m³,5.19,5/14/2025
 31.507.809/0001-38,POSTO SAO JOAO DE MACAE LTDA,POSTO BAZU,RUA JOSE DE AGUIAR FRANCO,270,,COSTA DO SOL,27923-320,MACAE,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,6.39,5/14/2025
 31.507.809/0001-38,POSTO SAO JOAO DE MACAE LTDA,POSTO BAZU,RUA JOSE DE AGUIAR FRANCO,270,,COSTA DO SOL,27923-320,MACAE,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.45,5/14/2025
 31.507.809/0001-38,POSTO SAO JOAO DE MACAE LTDA,POSTO BAZU,RUA JOSE DE AGUIAR FRANCO,270,,COSTA DO SOL,27923-320,MACAE,RIO DE JANEIRO,IPIRANGA,DIESEL S10,R$ / litro,6.79,5/14/2025
 31.507.809/0001-38,POSTO SAO JOAO DE MACAE LTDA,POSTO BAZU,RUA JOSE DE AGUIAR FRANCO,270,,COSTA DO SOL,27923-320,MACAE,RIO DE JANEIRO,IPIRANGA,ETANOL,R$ / litro,4.89,5/14/2025
 29.701.513/0001-01,POSTO JOSE BAPTISTA LTDA,POSTO JOSE BAPTISTA,PRACA WAHINGTON LUIZ,59,,CENTRO,27901-050,MACAE,RIO DE JANEIRO,VIBRA,GNV,R$ / m³,5.39,5/14/2025
 29.701.513/0001-01,POSTO JOSE BAPTISTA LTDA,POSTO JOSE BAPTISTA,PRACA WAHINGTON LUIZ,59,,CENTRO,27901-050,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.49,5/14/2025
 29.701.513/0001-01,POSTO JOSE BAPTISTA LTDA,POSTO JOSE BAPTISTA,PRACA WAHINGTON LUIZ,59,,CENTRO,27901-050,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.59,5/14/2025
 29.701.513/0001-01,POSTO JOSE BAPTISTA LTDA,POSTO JOSE BAPTISTA,PRACA WAHINGTON LUIZ,59,,CENTRO,27901-050,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S10,R$ / litro,6.99,5/14/2025
 29.701.513/0001-01,POSTO JOSE BAPTISTA LTDA,POSTO JOSE BAPTISTA,PRACA WAHINGTON LUIZ,59,,CENTRO,27901-050,MACAE,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,4.85,5/14/2025
 27.718.287/0001-46,POSTO TIC TAC DE MACAE LTDA,POSTO TIC TAC,AVENIDA RUI BARBOSA,1492,,CAJUEIROS,27910-361,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA COMUM,R$ / litro,6.35,5/14/2025
 27.718.287/0001-46,POSTO TIC TAC DE MACAE LTDA,POSTO TIC TAC,AVENIDA RUI BARBOSA,1492,,CAJUEIROS,27910-361,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.55,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,GNV,R$ / m³,5.35,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA COMUM,R$ / litro,6.45,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,6.85,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,DIESEL S500,R$ / litro,6.69,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,DIESEL S10,R$ / litro,6.79,5/14/2025
 05.289.050/0001-54,POSTO TREVO LITORAL LTDA,POSTO TREVO LITORAL,RODOVIA RJ 168,1178,,BOTAFOGO,27901-970,MACAE,RIO DE JANEIRO,RAIZEN,ETANOL,R$ / litro,4.99,5/14/2025
 01.628.568/0001-14,POSTO L. V. DE MACAE LTDA,POSTO PRIMEIRO DE MAIO,AVENIDA CARLOS AUGUSTO TINOCO GARCIA,1852,,JARDIM SOL Y MAR,27940-370,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.45,5/14/2025
 01.628.568/0001-14,POSTO L. V. DE MACAE LTDA,POSTO PRIMEIRO DE MAIO,AVENIDA CARLOS AUGUSTO TINOCO GARCIA,1852,,JARDIM SOL Y MAR,27940-370,MACAE,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.57,5/14/2025
 01.628.568/0001-14,POSTO L. V. DE MACAE LTDA,POSTO PRIMEIRO DE MAIO,AVENIDA CARLOS AUGUSTO TINOCO GARCIA,1852,,JARDIM SOL Y MAR,27940-370,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S500,R$ / litro,6.89,5/14/2025
 01.628.568/0001-14,POSTO L. V. DE MACAE LTDA,POSTO PRIMEIRO DE MAIO,AVENIDA CARLOS AUGUSTO TINOCO GARCIA,1852,,JARDIM SOL Y MAR,27940-370,MACAE,RIO DE JANEIRO,VIBRA,DIESEL S10,R$ / litro,6.99,5/14/2025
 01.628.568/0001-14,POSTO L. V. DE MACAE LTDA,POSTO PRIMEIRO DE MAIO,AVENIDA CARLOS AUGUSTO TINOCO GARCIA,1852,,JARDIM SOL Y MAR,27940-370,MACAE,RIO DE JANEIRO,VIBRA,ETANOL,R$ / litro,4.99,5/14/2025
 07.604.073/0001-31,AUTO POSTO E SERVICO M J M DE MARICA LTDA,POSTO MARINE¿S,ÁREA 5 DA GLEBA C,"KM22,5",,ITAPEBA,24900-001,MARICA,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,5.79,5/15/2025
 07.604.073/0001-31,AUTO POSTO E SERVICO M J M DE MARICA LTDA,POSTO MARINE¿S,ÁREA 5 DA GLEBA C,"KM22,5",,ITAPEBA,24900-001,MARICA,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,5.99,5/15/2025
 07.604.073/0001-31,AUTO POSTO E SERVICO M J M DE MARICA LTDA,POSTO MARINE¿S,ÁREA 5 DA GLEBA C,"KM22,5",,ITAPEBA,24900-001,MARICA,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.19,5/15/2025
 29.833.506/0001-63,POSTO ALELUIA LTDA,POSTO ALELUIA,ESTRADA AMARAL PEIXOTO,SN,KM 16,INOHA,24900-001,MARICA,RIO DE JANEIRO,VIBRA,GASOLINA COMUM,R$ / litro,6.39,5/15/2025
 29.833.506/0001-63,POSTO ALELUIA LTDA,POSTO ALELUIA,ESTRADA AMARAL PEIXOTO,SN,KM 16,INOHA,24900-001,MARICA,RIO DE JANEIRO,VIBRA,GASOLINA ADITIVADA,R$ / litro,6.59,5/15/2025
 31.060.114/0001-50,POSTO MAR AZUL LTDA,POSTO MAR AZUL,AVENIDA VEREADOR FRANCISCO SABINO DA COSTA,301,QUADRAAREA                LOTE  B,CENTRO,24900-100,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,6.29,5/15/2025
 31.060.114/0001-50,POSTO MAR AZUL LTDA,POSTO MAR AZUL,AVENIDA VEREADOR FRANCISCO SABINO DA COSTA,301,QUADRAAREA                LOTE  B,CENTRO,24900-100,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.29,5/15/2025
 31.060.114/0001-50,POSTO MAR AZUL LTDA,POSTO MAR AZUL,AVENIDA VEREADOR FRANCISCO SABINO DA COSTA,301,QUADRAAREA                LOTE  B,CENTRO,24900-100,MARICA,RIO DE JANEIRO,IPIRANGA,DIESEL S10,R$ / litro,6.49,5/15/2025
 31.060.114/0001-50,POSTO MAR AZUL LTDA,POSTO MAR AZUL,AVENIDA VEREADOR FRANCISCO SABINO DA COSTA,301,QUADRAAREA                LOTE  B,CENTRO,24900-100,MARICA,RIO DE JANEIRO,IPIRANGA,ETANOL,R$ / litro,4.89,5/15/2025
 28.689.230/0001-29,AUTO POSTO DANY LTDA,POSTO DANY,RODOVIA AMARAL PEIXOTO,S/N,KM 31,PRACINHA,24900-000,MARICA,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,6.19,5/15/2025
 28.689.230/0001-29,AUTO POSTO DANY LTDA,POSTO DANY,RODOVIA AMARAL PEIXOTO,S/N,KM 31,PRACINHA,24900-000,MARICA,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,6.89,5/15/2025
 28.689.230/0001-29,AUTO POSTO DANY LTDA,POSTO DANY,RODOVIA AMARAL PEIXOTO,S/N,KM 31,PRACINHA,24900-000,MARICA,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.59,5/15/2025
 03.610.892/0001-30,AUTO POSTO NOSSA SENHORA PENHA DE FRANCA LTDA,POSTO TICO E TECO,RODOVIA ERNANI DO AMARAL PEIXOTO,22944,POSTO                     GLEBA C             LOTE  1A,SAO JOSE DO IMBASSAI,24931-000,MARICA,RIO DE JANEIRO,IPIRANGA,GNV,R$ / m³,5.79,5/15/2025
 03.610.892/0001-30,AUTO POSTO NOSSA SENHORA PENHA DE FRANCA LTDA,POSTO TICO E TECO,RODOVIA ERNANI DO AMARAL PEIXOTO,22944,POSTO                     GLEBA C             LOTE  1A,SAO JOSE DO IMBASSAI,24931-000,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,5.99,5/15/2025
 03.610.892/0001-30,AUTO POSTO NOSSA SENHORA PENHA DE FRANCA LTDA,POSTO TICO E TECO,RODOVIA ERNANI DO AMARAL PEIXOTO,22944,POSTO                     GLEBA C             LOTE  1A,SAO JOSE DO IMBASSAI,24931-000,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.39,5/15/2025
 03.610.892/0001-30,AUTO POSTO NOSSA SENHORA PENHA DE FRANCA LTDA,POSTO TICO E TECO,RODOVIA ERNANI DO AMARAL PEIXOTO,22944,POSTO                     GLEBA C             LOTE  1A,SAO JOSE DO IMBASSAI,24931-000,MARICA,RIO DE JANEIRO,IPIRANGA,DIESEL S10,R$ / litro,6.69,5/15/2025
 03.610.892/0001-30,AUTO POSTO NOSSA SENHORA PENHA DE FRANCA LTDA,POSTO TICO E TECO,RODOVIA ERNANI DO AMARAL PEIXOTO,22944,POSTO                     GLEBA C             LOTE  1A,SAO JOSE DO IMBASSAI,24931-000,MARICA,RIO DE JANEIRO,IPIRANGA,ETANOL,R$ / litro,4.89,5/15/2025
 01.599.293/0001-38,AUTO POSTO SENTIDO DO MAR LTDA,POSTO SENTIDO DO MAR,RODOVIA AMARAL PEIXOTO,S/N,KM 14,INOÃ,24900-000,MARICA,RIO DE JANEIRO,BRANCA,GASOLINA COMUM,R$ / litro,5.79,5/15/2025
 01.599.293/0001-38,AUTO POSTO SENTIDO DO MAR LTDA,POSTO SENTIDO DO MAR,RODOVIA AMARAL PEIXOTO,S/N,KM 14,INOÃ,24900-000,MARICA,RIO DE JANEIRO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.79,5/15/2025
 01.599.293/0001-38,AUTO POSTO SENTIDO DO MAR LTDA,POSTO SENTIDO DO MAR,RODOVIA AMARAL PEIXOTO,S/N,KM 14,INOÃ,24900-000,MARICA,RIO DE JANEIRO,BRANCA,DIESEL S500,R$ / litro,5.89,5/15/2025
 01.599.293/0001-38,AUTO POSTO SENTIDO DO MAR LTDA,POSTO SENTIDO DO MAR,RODOVIA AMARAL PEIXOTO,S/N,KM 14,INOÃ,24900-000,MARICA,RIO DE JANEIRO,BRANCA,DIESEL S10,R$ / litro,5.99,5/15/2025
 01.599.293/0001-38,AUTO POSTO SENTIDO DO MAR LTDA,POSTO SENTIDO DO MAR,RODOVIA AMARAL PEIXOTO,S/N,KM 14,INOÃ,24900-000,MARICA,RIO DE JANEIRO,BRANCA,ETANOL,R$ / litro,4.19,5/15/2025
 00.517.975/0001-91,AUTO POSTO VALE DA FIGUEIRA LTDA,POSTO PONTA NEGRA,ESTRADA DE PONTA NEGRA,15,29 LTO VALE FIGU.II,PONTA NEGRA,24900-001,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,5.69,5/15/2025
 00.517.975/0001-91,AUTO POSTO VALE DA FIGUEIRA LTDA,POSTO PONTA NEGRA,ESTRADA DE PONTA NEGRA,15,29 LTO VALE FIGU.II,PONTA NEGRA,24900-001,MARICA,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,5.69,5/15/2025
 00.517.975/0001-91,AUTO POSTO VALE DA FIGUEIRA LTDA,POSTO PONTA NEGRA,ESTRADA DE PONTA NEGRA,15,29 LTO VALE FIGU.II,PONTA NEGRA,24900-001,MARICA,RIO DE JANEIRO,IPIRANGA,DIESEL S500,R$ / litro,5.89,5/15/2025
 00.517.975/0001-91,AUTO POSTO VALE DA FIGUEIRA LTDA,POSTO PONTA NEGRA,ESTRADA DE PONTA NEGRA,15,29 LTO VALE FIGU.II,PONTA NEGRA,24900-001,MARICA,RIO DE JANEIRO,IPIRANGA,DIESEL S10,R$ / litro,5.99,5/15/2025
 00.517.975/0001-91,AUTO POSTO VALE DA FIGUEIRA LTDA,POSTO PONTA NEGRA,ESTRADA DE PONTA NEGRA,15,29 LTO VALE FIGU.II,PONTA NEGRA,24900-001,MARICA,RIO DE JANEIRO,IPIRANGA,ETANOL,R$ / litro,4.29,5/15/2025
 08.949.137/0001-07,REDE OSORIO'S 410 DE NITEROI COMERCIO DE GAS NATURAL PARA VEICULOS LTDA,,AVENIDA RUI BARBOSA,410,,SAO FRANCISCO,24360-440,NITEROI,RIO DE JANEIRO,IPIRANGA,GNV,R$ / m³,4.29,5/15/2025
 08.949.137/0001-07,REDE OSORIO'S 410 DE NITEROI COMERCIO DE GAS NATURAL PARA VEICULOS LTDA,,AVENIDA RUI BARBOSA,410,,SAO FRANCISCO,24360-440,NITEROI,RIO DE JANEIRO,IPIRANGA,GASOLINA COMUM,R$ / litro,5.99,5/15/2025
 08.949.137/0001-07,REDE OSORIO'S 410 DE NITEROI COMERCIO DE GAS NATURAL PARA VEICULOS LTDA,,AVENIDA RUI BARBOSA,410,,SAO FRANCISCO,24360-440,NITEROI,RIO DE JANEIRO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.39,5/15/2025
